name,url,cr,type,size,ac,hp,speed,align,legendary,source,str,dex,con,int,wis,cha,resistance,stamina
stone-giant-dreamwalker,https://www.aidedd.org/dnd/monstres.php?vo=stone-giant-dreamwalker,10.0,giant (stone giant),Huge,18,161,,chaotic neutral,,Volo's Guide to Monsters,23.0,14.0,21.0,10.0,8.0,12.0,Slashing,2
stone-golem,https://www.aidedd.org/dnd/monstres.php?vo=stone-golem,10.0,construct,Large,17,178,,unaligned,,Monster Manual (SRD),22.0,9.0,20.0,3.0,11.0,1.0,Blunt,3
stone-juggernaut,,12.0,construct,Large,15,157,,unaligned,,Adventures (Tomb of Annihilation),,,,,,,Blunt,3
storm-giant,https://www.aidedd.org/dnd/monstres.php?vo=storm-giant,13.0,giant,Huge,16,230,swim,chaotic good,,Monster Manual (SRD),29.0,14.0,20.0,16.0,18.0,18.0,Blunt,2
storm-giant-quintessent,,16.0,giant (storm giant),Huge,12,230,"fly, swim",chaotic good,,Volo's Guide to Monsters,,,,,,,Slashing,2
strahd-von-zarovich,,15.0,undead (shapechanger),Medium,16,144,,lawful evil,,Adventures (Curse of Strahd),,,,,,,Piercing,4
su-monster,,1.0,monstrosity,Medium,12,27,,chaotic evil,,Adventures (Tomb of Annihilation),,,,,,,Piercing,4
succubus,https://www.aidedd.org/dnd/monstres.php?vo=succubus,4.0,fiend (shapechanger),Medium,15,66,fly,neutral evil,,Monster Manual (SRD),8.0,17.0,13.0,15.0,12.0,20.0,Fire,4
summer-eladrin,,10.0,fey (elf),Medium,19,127,,chaotic neutral,,Mordenkainen's Tome of Foes,,,,,,,Piercing,4
swarm-of-cranium-rats,,5.0,swarm of Tiny beasts,Medium,12,36,,lawful evil,,Volo's Guide to Monsters,,,,,,,Piercing,4
swarm-of-poisonous-snakes,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-poisonous-snakes,2.0,swarm of Tiny beasts,Medium,14,36,swim,unaligned,,Monster Manual (SRD),8.0,18.0,11.0,1.0,10.0,3.0,Piercing,4
swarm-of-quippers,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-quippers,1.0,swarm of Tiny beasts,Medium,13,28,swim,unaligned,,Monster Manual (SRD),13.0,16.0,9.0,1.0,7.0,2.0,Piercing,4
swashbuckler,,3.0,humanoid (any race),Medium,17,66,,any non-lawful alignment,,Volo's Guide to Monsters,,,,,,,Ice,4
sword-wraith-commander,,8.0,undead,Medium,18,127,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,,Piercing,4
sword-wraith-warrior,,3.0,undead,Medium,16,45,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,,Piercing,4
tabaxi-hunter,,1.0,humanoid (tabaxi),Medium,14,40,,chaotic good,,Adventures (Tomb of Annihilation),,,,,,,Piercing,4
tanarukk,https://www.aidedd.org/dnd/monstres.php?vo=tanarukk,5.0,"fiend (demon, orc)",Medium,14,95,,chaotic evil,,Volo's Guide to Monsters,18.0,13.0,20.0,9.0,9.0,9.0,Fire,4
tarrasque,https://www.aidedd.org/dnd/monstres.php?vo=tarrasque,30.0,monstrosity (titan),Gargantuan,25,676,,unaligned,Legendary,Monster Manual (SRD),30.0,11.0,30.0,3.0,11.0,11.0,Blunt,1
the-angry,,13.0,monstrosity,Medium,18,255,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,,Piercing,4
the-hungry,,11.0,monstrosity,Medium,17,225,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,,Piercing,4
the-lonely,,9.0,monstrosity,Medium,16,112,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,,Piercing,4
the-lost,,7.0,monstrosity,Medium,15,78,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,,Piercing,4
thorny,,1.0,plant,Medium,14,27,,neutral,,Volo's Guide to Monsters,,,,,,,Ice,4
thri-kreen,,1.0,humanoid (thri-kreen),Medium,15,33,,chaotic neutral,,Monster Manual,,,,,,,Piercing,4
tiamat,,30.0,fiend,Gargantuan,25,615,fly,chaotic evil,,Adventures (Tyranny of Dragons),,,,,,,Fire,1
tiger,https://www.aidedd.org/dnd/monstres.php?vo=tiger,1.0,beast,Large,12,37,,unaligned,,Monster Manual (SRD),17.0,15.0,14.0,3.0,12.0,8.0,Slashing,3
titivilus,,16.0,fiend (devil),Medium,20,127,fly,lawful evil,,Mordenkainen's Tome of Foes,,,,,,,Fire,4
tlincalli,,5.0,monstrosity,Large,15,85,,neutral evil,,Volo's Guide to Monsters,,,,,,,Piercing,3
tortle-druid,,2.0,humanoid (tortle),Medium,17,33,,lawful neutral,,Mordenkainen's Tome of Foes,,,,,,,Slashing,4
transmuter,,5.0,humanoid (any race),Medium,12,40,,any alignment,,Volo's Guide to Monsters,,,,,,,Ice,4
trapper,,3.0,monstrosity,Large,13,85,,unaligned,,Volo's Guide to Monsters,,,,,,,Piercing,3
treant,https://www.aidedd.org/dnd/monstres.php?vo=treant,9.0,plant,Huge,16,138,,chaotic good,,Monster Manual (SRD),23.0,8.0,21.0,12.0,16.0,12.0,Ice,2
triceratops,https://www.aidedd.org/dnd/monstres.php?vo=triceratops,5.0,beast,Huge,13,95,,unaligned,,Monster Manual (SRD),22.0,9.0,17.0,2.0,11.0,5.0,Slashing,2
troll,https://www.aidedd.org/dnd/monstres.php?vo=troll,5.0,giant,Large,15,84,,chaotic evil,,Monster Manual (SRD),18.0,13.0,20.0,7.0,9.0,7.0,Blunt,3
tyrannosaurus-rex,https://www.aidedd.org/dnd/monstres.php?vo=tyrannosaurus-rex,8.0,beast,Huge,13,136,,unaligned,,Monster Manual (SRD),25.0,10.0,19.0,2.0,12.0,9.0,Slashing,2
ulitharid,,9.0,aberration,Large,15,127,,lawful evil,,Volo's Guide to Monsters,,,,,,,Piercing,3
ultroloth,,13.0,fiend (yugoloth),Medium,19,153,fly,neutral evil,,Monster Manual,,,,,,,Fire,4
umber-hulk,https://www.aidedd.org/dnd/monstres.php?vo=umber-hulk,5.0,monstrosity,Large,18,93,,chaotic evil,,Monster Manual (BR),20.0,13.0,16.0,9.0,10.0,10.0,Piercing,3
unicorn,https://www.aidedd.org/dnd/monstres.php?vo=unicorn,5.0,celestial,Large,12,67,,lawful good,Legendary,Monster Manual (SRD),18.0,14.0,15.0,11.0,17.0,16.0,Fire,3
uthgardt-shaman,,2.0,humanoid (human),Medium,13,38,,neutral evil,,Adventures (Storm King's Thunder),,,,,,,Ice,4
vajra-safahr,,13.0,humanoid (human),Medium,14,126,,lawful neutral,,Adventures (Dragon Heist),,,,,,,Ice,4
vampire,https://www.aidedd.org/dnd/monstres.php?vo=vampire,13.0,undead (shapechanger),Medium,16,144,,lawful evil,Legendary,Monster Manual (SRD),18.0,18.0,18.0,17.0,15.0,18.0,Piercing,4
vampire-spawn,https://www.aidedd.org/dnd/monstres.php?vo=vampire-spawn,5.0,undead,Medium,15,82,,neutral evil,,Monster Manual (SRD),16.0,16.0,16.0,11.0,10.0,12.0,Piercing,4
vampiric-mist,,3.0,undead,Medium,13,30,fly,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Piercing,4
vargouille,,1.0,fiend,Tiny,12,13,fly,chaotic evil,,Volo's Guide to Monsters,,,,,,,Fire,2
vegepygmy-chief,,2.0,plant,Small,14,33,,neutral,,Volo's Guide to Monsters,,,,,,,Ice,3
venerable-shadow,https://www.aidedd.org/dnd/monstres.php?vo=venerable-shadow,2.0,undead,Medium,13,27,,chaotic evil,,Extra (AideDD),6.0,16.0,13.0,6.0,12.0,10.0,Piercing,4
venom-troll,,7.0,giant,Large,15,94,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Blunt,3
veteran,https://www.aidedd.org/dnd/monstres.php?vo=veteran,3.0,humanoid (any race),Medium,17,58,,any alignment,,Monster Manual (SRD),16.0,13.0,14.0,10.0,11.0,10.0,Ice,4
vrock,https://www.aidedd.org/dnd/monstres.php?vo=vrock,6.0,fiend (demon),Large,15,104,fly,chaotic evil,,Monster Manual (SRD),17.0,15.0,18.0,8.0,13.0,8.0,Fire,3
vulture,https://www.aidedd.org/dnd/monstres.php?vo=vulture,0.0,beast,Medium,10,5,fly,unaligned,,Monster Manual (SRD),7.0,10.0,13.0,2.0,12.0,4.0,Slashing,4
war-priest,,9.0,humanoid (any race),Medium,18,117,,any alignment,,Volo's Guide to Monsters,,,,,,,Ice,4
warlock-of-the-archfey,,4.0,humanoid (any race),Medium,11,49,,any alignment,,Volo's Guide to Monsters,,,,,,,Ice,4
warlock-of-the-fiend,,7.0,humanoid (any race),Medium,12,78,,any alignment,,Volo's Guide to Monsters,,,,,,,Ice,4
warlock-of-the-great-old-one,,6.0,humanoid (any race),Medium,12,91,,any alignment,,Volo's Guide to Monsters,,,,,,,Ice,4
warlord,,12.0,humanoid (any race),Medium,18,229,,any alignment,Legendary,Volo's Guide to Monsters,,,,,,,Ice,4
warrior-lvl-1,,0.0,humanoid (any race),Medium,16,13,,any alignment,,Essentials Kit,,,,,,,Ice,4
warrior-lvl-2,,0.0,humanoid (any race),Medium,16,19,,any alignment,,Essentials Kit,,,,,,,Ice,4
warrior-lvl-3,,0.0,humanoid (any race),Medium,16,26,,any alignment,,Essentials Kit,,,,,,,Ice,4
warrior-lvl-4,,0.0,humanoid (any race),Medium,16,32,,any alignment,,Essentials Kit,,,,,,,Ice,4
warrior-lvl-5,,0.0,humanoid (any race),Medium,16,39,,any alignment,,Essentials Kit,,,,,,,Ice,4
warrior-lvl-6,,0.0,humanoid (any race),Medium,16,45,,any alignment,,Essentials Kit,,,,,,,Ice,4
wastrilith,,13.0,fiend (demon),Large,18,157,swim,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Fire,3
water-elemental,https://www.aidedd.org/dnd/monstres.php?vo=water-elemental,5.0,elemental,Large,14,114,swim,neutral,,Monster Manual (SRD),18.0,14.0,18.0,5.0,10.0,8.0,Slashing,3
water-elemental-myrmidon,,7.0,elemental,Medium,18,127,swim,neutral,,Mordenkainen's Tome of Foes,,,,,,,Slashing,4
water-weird,https://www.aidedd.org/dnd/monstres.php?vo=water-weird,3.0,elemental,Large,13,58,swim,neutral,,Monster Manual (BR),17.0,16.0,13.0,11.0,10.0,10.0,Slashing,3
weasel,https://www.aidedd.org/dnd/monstres.php?vo=weasel,0.0,beast,Tiny,13,1,,unaligned,,Monster Manual (SRD),3.0,16.0,8.0,2.0,12.0,3.0,Slashing,2
werebear,https://www.aidedd.org/dnd/monstres.php?vo=werebear,5.0,"humanoid (human, shapechanger)",Medium,10,135,,neutral good,,Monster Manual (SRD),19.0,10.0,17.0,11.0,12.0,12.0,Slashing,4
wereboar,https://www.aidedd.org/dnd/monstres.php?vo=wereboar,4.0,"humanoid (human, shapechanger)",Medium,10,78,,neutral evil,,Monster Manual (SRD),17.0,10.0,15.0,10.0,11.0,8.0,Slashing,4
wererat,https://www.aidedd.org/dnd/monstres.php?vo=wererat,2.0,"humanoid (human, shapechanger)",Medium,12,33,,lawful evil,,Monster Manual (SRD),10.0,15.0,12.0,11.0,10.0,8.0,Slashing,4
weretiger,https://www.aidedd.org/dnd/monstres.php?vo=weretiger,4.0,"humanoid (human, shapechanger)",Medium,12,120,,neutral,,Monster Manual (SRD),17.0,15.0,16.0,10.0,13.0,11.0,Slashing,4
werewolf,https://www.aidedd.org/dnd/monstres.php?vo=werewolf,3.0,"humanoid (human, shapechanger)",Medium,11,58,,chaotic evil,,Monster Manual (SRD),15.0,13.0,14.0,10.0,11.0,10.0,Slashing,4
white-abishai,,6.0,fiend (devil),Medium,15,68,fly,lawful evil,,Mordenkainen's Tome of Foes,,,,,,,Fire,4
white-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=white-dragon-wyrmling,2.0,dragon,Medium,16,32,"fly, swim",chaotic evil,,Monster Manual (SRD),14.0,10.0,14.0,5.0,10.0,11.0,Piercing,4
wight,https://www.aidedd.org/dnd/monstres.php?vo=wight,3.0,undead,Medium,14,45,,neutral evil,,Monster Manual (SRD),15.0,14.0,16.0,10.0,13.0,15.0,Piercing,4
wild-dog-alpha,https://www.aidedd.org/dnd/monstres.php?vo=wild-dog-alpha,1.0,beast,Large,12,26,,unaligned,,Extra (Adventurers League),17.0,15.0,13.0,3.0,12.0,8.0,Slashing,3
will-o--wisp,https://www.aidedd.org/dnd/monstres.php?vo=will-o--wisp,2.0,undead,Tiny,19,22,fly,chaotic evil,,Monster Manual (SRD),1.0,28.0,10.0,13.0,14.0,11.0,Piercing,2
winter-eladrin,,10.0,fey (elf),Medium,19,127,,chaotic neutral,,Mordenkainen's Tome of Foes,,,,,,,Piercing,4
winter-wolf,https://www.aidedd.org/dnd/monstres.php?vo=winter-wolf,3.0,monstrosity,Large,13,75,,neutral evil,,Monster Manual (SRD),18.0,13.0,14.0,7.0,12.0,8.0,Piercing,3
wood-woad,,5.0,plant,Medium,18,75,,lawful neutral,,Volo's Guide to Monsters,,,,,,,Ice,4
wraith,https://www.aidedd.org/dnd/monstres.php?vo=wraith,5.0,undead,Medium,13,67,fly,neutral evil,,Monster Manual (SRD),6.0,16.0,16.0,12.0,14.0,15.0,Piercing,4
wyvern,https://www.aidedd.org/dnd/monstres.php?vo=wyvern,6.0,dragon,Large,13,110,fly,unaligned,,Monster Manual (SRD),19.0,10.0,16.0,5.0,12.0,6.0,Piercing,3
xorn,https://www.aidedd.org/dnd/monstres.php?vo=xorn,5.0,elemental,Medium,19,73,,neutral,,Monster Manual (SRD),17.0,10.0,22.0,11.0,10.0,11.0,Slashing,4
xvart-warlock-of-raxivort,,1.0,humanoid (xvart),Small,12,22,,chaotic evil,,Volo's Guide to Monsters,,,,,,,Fire,3
yagnoloth,,11.0,fiend (yugoloth),Large,17,147,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,,Fire,3
yan-c-bin,,18.0,elemental,Huge,22,283,fly,neutral evil,,Adventures (Princes of the Apocalypse),,,,,,,Slashing,2
yeenoghu,,24.0,fiend (demon),Huge,20,333,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Fire,2
yellow-musk-creeper,,2.0,plant,Medium,6,60,,unaligned,,Adventures (Tomb of Annihilation),,,,,,,Ice,4
yeth-hound,,4.0,fey,Large,14,51,fly,neutral evil,,Volo's Guide to Monsters,,,,,,,Ice,3
yeti,https://www.aidedd.org/dnd/monstres.php?vo=yeti,3.0,monstrosity,Large,12,51,,chaotic evil,,Monster Manual (SRD),18.0,13.0,16.0,8.0,12.0,7.0,Piercing,3
yochlol,,10.0,"fiend (demon, shapechanger)",Medium,15,136,,chaotic evil,,Monster Manual,,,,,,,Fire,4
young-black-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-black-dragon,7.0,dragon,Large,18,127,"fly, swim",chaotic evil,,Monster Manual (SRD),19.0,14.0,17.0,12.0,11.0,15.0,Piercing,3
young-blue-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-blue-dragon,9.0,dragon,Large,18,152,fly,lawful evil,,Monster Manual (SRD),21.0,10.0,19.0,14.0,13.0,17.0,Piercing,3
young-brass-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-brass-dragon,6.0,dragon,Large,17,110,fly,chaotic good,,Monster Manual (SRD),19.0,10.0,17.0,12.0,11.0,15.0,Piercing,3
young-bronze-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-bronze-dragon,8.0,dragon,Large,18,142,"fly, swim",lawful good,,Monster Manual (SRD),21.0,10.0,19.0,14.0,13.0,17.0,Piercing,3
young-copper-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-copper-dragon,7.0,dragon,Large,17,119,fly,chaotic good,,Monster Manual (SRD),19.0,12.0,17.0,16.0,13.0,15.0,Piercing,3
young-gold-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-gold-dragon,10.0,dragon,Large,18,178,"fly, swim",lawful good,,Monster Manual (SRD),23.0,14.0,21.0,16.0,13.0,20.0,Piercing,3
young-green-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-green-dragon,8.0,dragon,Large,18,136,"fly, swim",lawful evil,,Monster Manual (SRD),19.0,12.0,17.0,16.0,13.0,15.0,Piercing,3
young-red-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-red-dragon,10.0,dragon,Large,18,178,fly,chaotic evil,,Monster Manual (SRD),23.0,10.0,21.0,14.0,11.0,19.0,Piercing,3
young-red-shadow-dragon,,13.0,dragon,Large,18,178,fly,chaotic evil,,Monster Manual,,,,,,,Piercing,3
young-remorhaz,,5.0,monstrosity,Large,14,93,,unaligned,,Monster Manual,,,,,,,Piercing,3
young-silver-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-silver-dragon,9.0,dragon,Large,18,168,fly,lawful good,,Monster Manual (SRD),23.0,10.0,21.0,14.0,11.0,19.0,Piercing,3
young-white-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-white-dragon,6.0,dragon,Large,17,133,"fly, swim",chaotic evil,,Monster Manual (SRD),18.0,10.0,18.0,6.0,11.0,12.0,Piercing,3
yuan-ti-abomination,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-abomination,7.0,"monstrosity (shapechanger, yuan-ti)",Large,15,127,,neutral evil,,Monster Manual (BR),19.0,16.0,17.0,17.0,15.0,18.0,Fire,3
yuan-ti-anathema,,12.0,"monstrosity (shapechanger, yuan-ti)",Huge,16,189,swim,neutral evil,,Volo's Guide to Monsters,,,,,,,Fire,2
yuan-ti-broodguard,,2.0,humanoid (yuan-ti),Medium,14,45,,neutral evil,,Volo's Guide to Monsters,,,,,,,Fire,4
yuan-ti-malison,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-malison,3.0,"monstrosity (shapechanger, yuan-ti)",Medium,12,66,,neutral evil,,Monster Manual (BR),16.0,14.0,13.0,14.0,12.0,16.0,Fire,4
yuan-ti-mind-whisperer,,4.0,"monstrosity (shapechanger, yuan-ti)",Medium,14,71,,neutral evil,,Volo's Guide to Monsters,,,,,,,Fire,4
yuan-ti-nightmare-speaker,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-nightmare-speaker,4.0,"monstrosity (shapechanger, yuan-ti)",Medium,14,71,,neutral evil,,Volo's Guide to Monsters,16.0,14.0,13.0,14.0,12.0,16.0,Fire,4
yuan-ti-pit-master,,5.0,"monstrosity (shapechanger, yuan-ti)",Medium,14,88,,neutral evil,,Volo's Guide to Monsters,,,,,,,Fire,4
yuan-ti-pureblood,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-pureblood,1.0,humanoid (yuan-ti),Medium,11,40,,neutral evil,,Monster Manual (BR),11.0,12.0,11.0,13.0,12.0,14.0,Fire,4
zaratan,,22.0,elemental,Gargantuan,21,307,swim,neutral,,Mordenkainen's Tome of Foes,,,,,,,Slashing,1
zariel,https://www.aidedd.org/dnd/monstres.php?vo=zariel,26.0,fiend (devil),Large,21,580,fly,lawful evil,Legendary,Mordenkainen's Tome of Foes,27.0,24.0,28.0,26.0,27.0,30.0,Fire,3
zuggtmoy,,23.0,fiend (demon),Large,18,304,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,,Fire,3
